GENDER,MARITAL_STATUS,CITY,HAVE_CHILDREN,AGE_GROUP,CLUSTERS,CHURNED,SALES
Male,Single,New York City,Yes,Seniors,0,0,1990.5
Male,Undisclosed,Denver,Undisclosed,Seniors,0,1,2587.75
Undisclosed,Undisclosed,Boston,Undisclosed,Middle-Aged Adults,2,0,1903.25
Female,Married,Denver,Yes,Adults,0,0,2409.0
Male,Married,Boston,No,Middle-Aged Adults,3,0,1290.5
Female,Married,Boston,Yes,Adults,0,0,2276.75
Male,Married,New York City,Yes,Adults,0,1,2398.0
Male,Married,New York City,Yes,Adults,0,0,2428.5
Female,Divorced/Seperated,New York City,Yes,Adults,1,0,2230.25
Female,Married,Boston,Yes,Middle-Aged Adults,2,0,1795.75
Male,Married,San Mateo,No,Middle-Aged Adults,2,0,1561.5
Male,Married,Denver,Yes,Adults,0,1,2720.75
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2422.25
Female,Single,Denver,No,Middle-Aged Adults,1,1,2715.0
Male,Single,Denver,No,Adults,0,0,2754.5
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2409.0
Male,Married,Denver,No,Adults,0,0,2116.5
Female,Undisclosed,Seattle,Undisclosed,Middle-Aged Adults,2,0,1873.25
Male,Married,Seattle,Yes,Middle-Aged Adults,0,1,1535.5
Male,Undisclosed,Seattle,Undisclosed,Middle-Aged Adults,3,0,1419.0
Male,Single,New York City,No,Seniors,1,0,2331.0
Male,Single,Boston,No,Middle-Aged Adults,3,0,2055.25
Male,Single,Seattle,No,Adults,3,0,2090.75
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2572.0
Male,Married,New York City,Yes,Middle-Aged Adults,0,1,1892.5
Male,Single,Denver,No,Seniors,3,0,2062.5
Undisclosed,Single,Boston,Yes,Middle-Aged Adults,2,0,1727.25
Male,Single,Denver,No,Middle-Aged Adults,3,0,2192.25
Female,Divorced/Seperated,New York City,Yes,Adults,1,0,2394.0
Female,Married,Boston,Yes,Adults,0,0,2470.75
Female,Divorced/Seperated,San Mateo,Yes,Seniors,2,1,1663.25
Male,Married,New York City,Yes,Adults,0,0,2782.0
Male,Single,Seattle,Yes,Adults,0,1,2165.5
Female,Divorced/Seperated,Seattle,Yes,Seniors,2,0,1874.5
Female,Single,San Mateo,No,Adults,1,1,1136.5
Female,Single,Boston,No,Adults,1,0,2114.25
Male,Married,New York City,Yes,Adults,0,0,2384.0
Male,Single,San Mateo,No,Seniors,3,0,1791.0
Male,Married,Seattle,Yes,Adults,0,1,2007.75
Male,Married,New York City,Yes,Adults,0,1,1634.25
Female,Married,San Mateo,No,Adults,1,0,1717.0
Undisclosed,Single,Boston,Yes,Adults,0,0,2040.25
Female,Divorced/Seperated,New York City,Yes,Middle-Aged Adults,2,0,2046.25
Male,Single,San Mateo,Yes,Seniors,0,0,1195.25
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1276.0
Female,Married,San Mateo,No,Seniors,2,1,1536.0
Undisclosed,Married,Denver,Yes,Middle-Aged Adults,0,0,2302.5
Female,Married,Seattle,Yes,Adults,0,0,2436.0
Male,Undisclosed,Denver,Undisclosed,Adults,0,0,2664.75
Female,Undisclosed,Seattle,Undisclosed,Middle-Aged Adults,2,0,2131.0
Female,Single,San Mateo,Yes,Middle-Aged Adults,2,0,1323.75
Male,Married,New York City,No,Middle-Aged Adults,3,0,2440.25
Female,Single,San Mateo,No,Seniors,1,0,1816.75
Male,Married,Boston,Yes,Middle-Aged Adults,0,1,1302.0
Female,Single,Seattle,No,Adults,1,1,1849.0
Male,Undisclosed,New York City,Undisclosed,Seniors,0,0,2242.0
Undisclosed,Married,Boston,No,Adults,0,1,1690.5
Undisclosed,Undisclosed,Denver,Undisclosed,Seniors,0,1,2192.5
Male,Married,Denver,Yes,Seniors,0,1,2283.75
Male,Married,Boston,Yes,Middle-Aged Adults,0,1,1835.0
Undisclosed,Married,Denver,Yes,Middle-Aged Adults,0,0,2456.0
Male,Married,Denver,Yes,Adults,0,0,2274.75
Female,Married,Seattle,Yes,Adults,0,1,2331.0
Male,Single,New York City,No,Adults,1,0,1878.0
Female,Single,Seattle,No,Middle-Aged Adults,3,0,1937.0
Male,Married,Denver,Yes,Adults,0,0,2750.75
Female,Undisclosed,Boston,Undisclosed,Adults,1,0,1440.5
Female,Married,Seattle,Yes,Adults,0,0,2779.5
Male,Married,San Mateo,Yes,Adults,0,0,1726.0
Female,Single,New York City,No,Middle-Aged Adults,1,0,2244.0
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,1801.5
Female,Single,New York City,No,Middle-Aged Adults,1,0,2160.0
Undisclosed,Single,San Mateo,No,Seniors,1,0,1903.0
Female,Married,New York City,Yes,Seniors,2,0,2332.75
Female,Single,Denver,No,Middle-Aged Adults,1,1,2510.0
Male,Single,New York City,No,Middle-Aged Adults,3,1,1969.0
Female,Undisclosed,Seattle,Undisclosed,Middle-Aged Adults,2,0,1881.25
Undisclosed,Undisclosed,San Mateo,Undisclosed,Seniors,2,0,1297.25
Female,Single,Seattle,No,Adults,1,0,2685.75
Female,Married,Denver,No,Middle-Aged Adults,2,1,3115.75
Female,Single,Seattle,No,Adults,1,0,1963.5
Female,Single,San Mateo,No,Adults,1,0,1707.25
Female,Married,San Mateo,Yes,Adults,2,1,1682.75
Male,Married,Seattle,Yes,Adults,0,0,2125.5
Female,Married,Denver,No,Middle-Aged Adults,2,1,3046.5
Male,Single,Boston,No,Adults,1,0,1920.0
Female,Married,San Mateo,Yes,Adults,2,0,2581.75
Male,Married,Seattle,Yes,Adults,0,0,1857.0
Undisclosed,Married,Seattle,Yes,Middle-Aged Adults,2,0,2334.5
Undisclosed,Married,Denver,No,Adults,0,0,2518.25
Female,Married,Seattle,Yes,Adults,0,1,1794.0
Male,Married,Seattle,No,Seniors,3,0,2024.0
Female,Undisclosed,Denver,Undisclosed,Seniors,0,0,2130.5
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,2033.75
Female,Married,Boston,Yes,Seniors,2,0,2544.25
Male,Single,Seattle,No,Middle-Aged Adults,3,0,2135.0
Male,Married,Seattle,Yes,Seniors,0,0,2044.5
Male,Single,New York City,Yes,Adults,0,0,1454.25
Female,Single,San Mateo,Yes,Middle-Aged Adults,2,0,1086.0
Male,Single,Denver,No,Adults,0,0,2505.75
Female,Divorced/Seperated,Denver,Yes,Adults,0,0,2143.5
Female,Divorced/Seperated,Boston,Yes,Seniors,2,1,1957.25
Male,Single,Boston,No,Adults,1,0,2513.0
Female,Single,Boston,No,Middle-Aged Adults,1,1,2339.5
Male,Single,New York City,No,Seniors,1,1,1467.5
Male,Married,New York City,Yes,Adults,0,0,1925.0
Male,Single,Boston,No,Adults,1,0,2360.75
Male,Undisclosed,Boston,Undisclosed,Middle-Aged Adults,3,0,2135.25
Male,Single,Boston,No,Seniors,3,0,1602.0
Undisclosed,Married,San Mateo,Yes,Seniors,2,0,1070.5
Female,Married,Denver,No,Adults,0,0,2532.25
Male,Married,Seattle,Yes,Adults,0,0,2059.0
Female,Single,San Mateo,No,Adults,1,0,821.0
Female,Single,Boston,No,Adults,1,0,2289.0
Female,Married,Denver,Yes,Seniors,0,0,2333.75
Male,Married,Denver,Yes,Seniors,0,1,2428.5
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2394.25
Male,Undisclosed,Boston,Undisclosed,Adults,0,0,2189.5
Female,Married,Denver,Yes,Adults,0,0,2606.0
Female,Single,Denver,No,Adults,1,0,2035.5
Male,Single,New York City,No,Middle-Aged Adults,3,0,2491.75
Female,Single,Boston,Yes,Adults,1,0,2112.75
Male,Single,Denver,No,Seniors,3,0,2117.75
Male,Single,Boston,No,Middle-Aged Adults,3,0,2111.5
Female,Married,New York City,Yes,Seniors,2,1,1670.0
Female,Undisclosed,Seattle,Undisclosed,Adults,1,0,2179.0
Female,Married,Denver,Yes,Middle-Aged Adults,2,0,2564.25
Female,Single,New York City,No,Adults,1,1,1498.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1968.0
Male,Single,New York City,No,Middle-Aged Adults,3,0,1738.0
Male,Undisclosed,Seattle,Undisclosed,Middle-Aged Adults,3,0,2471.25
Female,Single,Seattle,No,Adults,1,0,2408.5
Male,Married,Seattle,Yes,Middle-Aged Adults,0,1,2854.5
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,1,1379.25
Male,Single,New York City,No,Seniors,1,0,2035.25
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2559.0
Male,Single,New York City,No,Middle-Aged Adults,3,0,2411.75
Male,Single,Boston,No,Seniors,3,1,1950.75
Male,Single,Seattle,No,Middle-Aged Adults,3,1,3136.75
Male,Married,New York City,Yes,Seniors,0,1,1592.25
Male,Single,Boston,No,Middle-Aged Adults,3,0,1992.25
Female,Single,Boston,No,Seniors,1,0,1437.5
Female,Single,Boston,No,Seniors,1,0,2113.25
Undisclosed,Divorced/Seperated,New York City,Yes,Middle-Aged Adults,2,0,2064.75
Male,Undisclosed,Seattle,Undisclosed,Middle-Aged Adults,3,1,1950.5
Male,Single,Boston,No,Middle-Aged Adults,3,1,2230.75
Male,Single,Seattle,No,Middle-Aged Adults,3,1,2025.5
Male,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,1,1677.0
Male,Single,Seattle,No,Middle-Aged Adults,3,0,2699.0
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2034.75
Male,Single,Boston,No,Adults,1,0,2223.5
Female,Divorced/Seperated,New York City,Yes,Seniors,1,1,2305.75
Female,Married,Seattle,Yes,Adults,0,0,2358.0
Female,Single,New York City,No,Adults,1,0,2116.25
Male,Married,New York City,Yes,Seniors,0,1,1912.5
Undisclosed,Single,Denver,No,Middle-Aged Adults,3,0,2130.5
Male,Married,Boston,No,Adults,0,0,2310.75
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2547.0
Female,Single,Boston,No,Seniors,1,0,2202.5
Male,Married,Boston,Yes,Adults,0,1,2025.75
Female,Single,Boston,No,Adults,1,1,2012.75
Male,Married,San Mateo,Yes,Adults,0,1,1794.0
Female,Married,Boston,Yes,Middle-Aged Adults,2,0,1966.75
Male,Single,Seattle,Yes,Middle-Aged Adults,3,0,2218.0
Female,Married,Boston,Yes,Adults,0,0,2033.5
Male,Single,San Mateo,No,Seniors,3,1,1230.5
Male,Single,Boston,No,Adults,1,0,2388.5
Female,Married,Seattle,Yes,Middle-Aged Adults,2,1,2202.75
Female,Undisclosed,New York City,Undisclosed,Adults,1,0,1898.75
Male,Married,Seattle,Yes,Seniors,0,0,1759.5
Female,Single,New York City,No,Seniors,1,0,2337.25
Male,Single,Denver,No,Adults,0,0,2526.75
Male,Divorced/Seperated,New York City,Yes,Adults,0,1,2063.25
Undisclosed,Single,Boston,No,Seniors,1,0,1773.25
Female,Divorced/Seperated,Seattle,Yes,Adults,0,1,2098.0
Female,Single,New York City,No,Seniors,1,1,1887.0
Female,Single,New York City,No,Adults,1,0,2072.0
Male,Married,Seattle,Yes,Seniors,0,1,3161.75
Female,Undisclosed,New York City,Undisclosed,Adults,1,0,2122.0
Female,Married,Boston,Yes,Adults,0,0,2077.0
Male,Married,Boston,Yes,Seniors,0,0,1980.5
Female,Married,Denver,Yes,Adults,0,0,2563.75
Female,Divorced/Seperated,New York City,No,Adults,1,0,1939.5
Female,Single,Boston,No,Adults,1,0,1656.5
Female,Divorced/Seperated,Boston,Yes,Adults,0,0,1796.25
Female,Single,Boston,No,Middle-Aged Adults,1,0,2028.5
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,1890.0
Female,Single,New York City,No,Adults,1,1,1694.25
Male,Undisclosed,Seattle,Undisclosed,Seniors,3,1,1655.0
Female,Undisclosed,San Mateo,Undisclosed,Adults,1,0,1381.5
Female,Single,Denver,No,Seniors,1,0,2016.5
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2076.0
Male,Single,Boston,No,Adults,1,1,1734.75
Male,Divorced/Seperated,Boston,Yes,Seniors,0,1,2673.5
Female,Married,New York City,Yes,Adults,0,0,2090.0
Male,Undisclosed,Boston,Undisclosed,Middle-Aged Adults,3,0,2583.0
Male,Single,Boston,Yes,Adults,0,1,2381.5
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2531.25
Male,Married,San Mateo,Yes,Seniors,0,1,1124.5
Female,Divorced/Seperated,Boston,Yes,Adults,0,1,1809.75
Male,Married,Denver,No,Middle-Aged Adults,0,0,2562.25
Female,Married,Seattle,Yes,Adults,0,0,2160.0
Male,Single,Denver,No,Seniors,3,1,2564.25
Female,Single,Seattle,No,Adults,1,0,1495.0
Male,Single,New York City,No,Adults,1,1,2276.0
Female,Married,Denver,Yes,Adults,0,0,2273.5
Male,Single,New York City,No,Adults,1,0,2311.75
Male,Undisclosed,Denver,Undisclosed,Adults,0,0,2853.0
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,1,875.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1399.5
Female,Single,Denver,No,Adults,1,0,3159.25
Male,Single,Boston,No,Middle-Aged Adults,3,0,1852.75
Female,Married,Boston,Yes,Adults,0,0,2534.25
Undisclosed,Undisclosed,Seattle,Undisclosed,Middle-Aged Adults,3,0,1736.0
Female,Single,New York City,No,Adults,1,0,1853.25
Female,Single,San Mateo,Yes,Adults,1,1,1536.0
Male,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,3,0,2393.75
Female,Undisclosed,Boston,Undisclosed,Adults,1,1,1262.5
Female,Single,San Mateo,Yes,Middle-Aged Adults,2,0,2020.5
Undisclosed,Single,Boston,Yes,Middle-Aged Adults,2,1,1766.5
Male,Married,Seattle,No,Seniors,3,1,2141.0
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,0,1491.0
Female,Single,Denver,No,Seniors,1,0,2667.0
Female,Undisclosed,Boston,Undisclosed,Middle-Aged Adults,2,0,2515.25
Male,Married,Boston,Yes,Middle-Aged Adults,0,1,1867.75
Male,Married,Boston,Yes,Middle-Aged Adults,0,0,2231.5
Female,Divorced/Seperated,Seattle,Yes,Adults,0,0,2871.75
Male,Married,New York City,Yes,Seniors,0,1,1594.0
Female,Married,Boston,Yes,Seniors,2,0,2172.75
Female,Single,Denver,No,Middle-Aged Adults,1,0,2530.25
Undisclosed,Married,Boston,Yes,Middle-Aged Adults,2,0,2229.25
Female,Married,Boston,Yes,Adults,0,0,2251.5
Undisclosed,Single,Denver,No,Adults,1,1,3218.5
Female,Married,New York City,Yes,Adults,0,0,1690.0
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2682.0
Female,Undisclosed,Seattle,Undisclosed,Seniors,1,0,1899.75
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2136.25
Male,Undisclosed,Seattle,Undisclosed,Adults,0,1,2491.0
Male,Divorced/Seperated,Denver,Yes,Middle-Aged Adults,0,0,3051.75
Male,Single,New York City,No,Middle-Aged Adults,3,0,2094.0
Female,Married,New York City,Yes,Seniors,2,0,2042.25
Female,Single,Denver,No,Adults,1,1,2015.25
Undisclosed,Married,Boston,Yes,Adults,0,1,2095.5
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,1821.25
Female,Single,San Mateo,No,Middle-Aged Adults,1,1,1427.5
Female,Single,New York City,No,Adults,1,0,2589.25
Female,Married,Boston,Yes,Adults,0,0,1957.5
Male,Married,Denver,Yes,Adults,0,0,2606.25
Male,Single,Seattle,No,Adults,3,0,2080.5
Female,Married,Denver,Yes,Seniors,0,0,2474.5
Female,Married,Boston,Yes,Adults,0,1,2109.25
Male,Single,New York City,No,Adults,1,1,2438.75
Male,Single,San Mateo,No,Adults,1,1,1500.5
Female,Married,New York City,Yes,Adults,0,1,2356.25
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2719.0
Female,Single,Denver,No,Middle-Aged Adults,1,1,2249.0
Undisclosed,Single,Boston,Yes,Seniors,0,0,2208.75
Male,Single,New York City,No,Adults,1,0,2204.5
Female,Married,San Mateo,Yes,Adults,2,0,1162.0
Male,Single,Seattle,No,Seniors,3,1,2481.5
Male,Single,Seattle,No,Adults,3,0,1940.5
Female,Divorced/Seperated,New York City,Yes,Adults,1,0,2601.75
Male,Single,New York City,No,Middle-Aged Adults,3,1,2516.0
Male,Single,Boston,No,Seniors,3,1,2655.75
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1429.25
Female,Married,Denver,Yes,Seniors,0,0,2623.75
Female,Undisclosed,Seattle,Undisclosed,Adults,1,0,2342.75
Female,Undisclosed,Seattle,Undisclosed,Middle-Aged Adults,2,1,2467.0
Male,Undisclosed,Seattle,Undisclosed,Adults,0,1,2372.25
Undisclosed,Married,New York City,Yes,Adults,0,0,2611.5
Female,Married,New York City,Yes,Seniors,2,0,1206.75
Female,Married,Denver,Yes,Adults,0,0,3259.75
Female,Single,New York City,No,Seniors,1,1,2392.75
Female,Single,San Mateo,No,Adults,1,0,1304.0
Female,Married,San Mateo,Yes,Adults,2,0,824.0
Male,Divorced/Seperated,New York City,Yes,Seniors,0,0,2590.75
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,1,2087.0
Female,Undisclosed,Boston,Undisclosed,Adults,1,0,2136.0
Male,Single,Boston,No,Adults,1,0,1797.0
Male,Single,New York City,Yes,Adults,0,0,2414.75
Undisclosed,Undisclosed,Boston,Undisclosed,Seniors,0,0,2126.75
Female,Divorced/Seperated,Boston,Yes,Adults,0,1,2332.5
Male,Married,Seattle,Yes,Adults,0,1,1925.25
Female,Married,San Mateo,Yes,Seniors,2,1,1588.0
Female,Married,New York City,No,Adults,1,0,1973.5
Female,Single,San Mateo,No,Seniors,1,0,1900.75
Male,Married,New York City,Yes,Seniors,0,0,2956.0
Female,Single,New York City,No,Seniors,1,1,2833.25
Male,Married,New York City,Yes,Adults,0,0,2377.25
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,1,1374.25
Male,Single,Seattle,No,Middle-Aged Adults,3,0,1635.25
Female,Single,San Mateo,No,Seniors,1,0,2165.0
Female,Married,Seattle,Yes,Seniors,2,0,1666.5
Female,Married,Denver,No,Adults,0,0,2229.0
Female,Undisclosed,Denver,Undisclosed,Seniors,0,0,1929.5
Male,Married,San Mateo,Yes,Adults,0,1,1177.5
Male,Single,Denver,Yes,Adults,0,0,3097.25
Female,Married,Boston,Yes,Seniors,2,0,1732.75
Undisclosed,Single,New York City,No,Adults,1,0,2785.75
Male,Married,New York City,Yes,Adults,0,0,1256.75
Male,Married,Boston,No,Middle-Aged Adults,3,0,1972.5
Male,Single,Boston,No,Seniors,3,0,3212.5
Male,Single,New York City,No,Adults,1,0,2357.25
Female,Single,Boston,No,Adults,1,1,3113.25
Male,Married,Boston,Yes,Seniors,0,0,1912.0
Female,Single,New York City,Yes,Seniors,1,0,2317.5
Female,Single,San Mateo,No,Adults,1,0,1491.0
Female,Married,Seattle,Yes,Adults,0,0,1897.25
Male,Divorced/Seperated,Boston,No,Middle-Aged Adults,3,1,1861.25
Male,Single,Denver,No,Adults,0,0,2207.75
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1883.5
Female,Married,Seattle,Yes,Adults,0,1,2089.75
Female,Married,San Mateo,Yes,Adults,2,0,1764.0
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2352.5
Female,Single,Denver,No,Seniors,1,0,2646.0
Male,Married,New York City,Yes,Adults,0,0,2050.25
Female,Single,New York City,No,Middle-Aged Adults,1,0,1965.5
Female,Single,Seattle,No,Seniors,1,0,2300.75
Male,Married,New York City,Yes,Middle-Aged Adults,0,1,1636.5
Female,Married,Denver,Yes,Seniors,0,0,2076.0
Female,Single,Denver,No,Adults,1,0,2455.0
Undisclosed,Single,New York City,No,Seniors,1,0,2449.5
Undisclosed,Single,San Mateo,No,Seniors,1,1,1203.5
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,1,977.0
Male,Married,New York City,Yes,Middle-Aged Adults,0,1,2361.25
Undisclosed,Single,San Mateo,No,Seniors,1,1,1305.25
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1422.0
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,0,1543.5
Female,Single,New York City,No,Adults,1,1,2420.5
Male,Married,New York City,Yes,Seniors,0,0,1759.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1749.0
Male,Single,Denver,Yes,Middle-Aged Adults,0,1,2651.75
Female,Single,San Mateo,No,Adults,1,0,1233.5
Female,Divorced/Seperated,Boston,Yes,Adults,0,1,1685.5
Female,Divorced/Seperated,New York City,Yes,Middle-Aged Adults,2,0,1659.5
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2901.75
Undisclosed,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,1,1988.5
Male,Married,Denver,No,Seniors,0,0,1965.5
Female,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,2,1,2335.0
Female,Single,Denver,No,Middle-Aged Adults,1,0,1808.25
Male,Undisclosed,Boston,Undisclosed,Seniors,0,0,2276.25
Female,Single,New York City,No,Adults,1,0,1766.5
Undisclosed,Divorced/Seperated,Denver,Yes,Middle-Aged Adults,0,0,3000.0
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2560.5
Male,Married,New York City,Yes,Seniors,0,0,2640.0
Female,Single,Denver,No,Seniors,1,0,1844.75
Male,Divorced/Seperated,New York City,Yes,Adults,0,1,1992.5
Female,Undisclosed,Boston,Undisclosed,Seniors,1,0,1862.5
Undisclosed,Single,Denver,No,Adults,1,0,2564.75
Female,Single,Seattle,No,Adults,1,0,1954.5
Male,Married,Seattle,Yes,Middle-Aged Adults,0,1,2213.5
Male,Married,New York City,Yes,Adults,0,0,2483.5
Male,Married,Boston,Yes,Adults,0,0,2166.25
Female,Undisclosed,New York City,Undisclosed,Adults,1,0,1615.5
Male,Single,San Mateo,No,Adults,1,0,1040.5
Female,Divorced/Seperated,Boston,Yes,Seniors,2,0,2724.75
Female,Single,Boston,No,Seniors,1,0,1737.5
Male,Single,Denver,No,Adults,0,0,2206.5
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1441.75
Female,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,0,1175.0
Female,Single,Seattle,No,Middle-Aged Adults,3,0,3030.25
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1539.75
Female,Married,Seattle,Yes,Seniors,2,1,1919.5
Female,Single,New York City,No,Adults,1,1,2158.75
Male,Undisclosed,Denver,Undisclosed,Middle-Aged Adults,0,0,2500.0
Female,Single,Denver,Yes,Seniors,0,0,2107.75
Female,Married,San Mateo,Yes,Seniors,2,1,1342.0
Male,Single,Seattle,No,Adults,3,0,1976.25
Female,Married,Seattle,Yes,Adults,0,0,1928.5
Female,Single,New York City,No,Adults,1,1,2439.0
Male,Married,Seattle,Yes,Seniors,0,0,1827.5
Female,Divorced/Seperated,Denver,No,Adults,1,0,2237.75
Male,Undisclosed,San Mateo,Undisclosed,Seniors,0,0,1671.0
Undisclosed,Single,Denver,No,Middle-Aged Adults,3,0,2535.5
Female,Single,Boston,No,Middle-Aged Adults,1,1,2538.0
Female,Single,Boston,No,Seniors,1,1,2113.0
Male,Single,Seattle,No,Adults,3,0,2368.5
Female,Single,New York City,No,Middle-Aged Adults,1,0,2500.75
Male,Married,San Mateo,Yes,Adults,0,0,1339.75
Female,Married,New York City,Yes,Adults,0,0,2296.5
Male,Divorced/Seperated,New York City,Yes,Seniors,0,0,2347.5
Male,Married,Denver,Yes,Adults,0,1,2272.75
Male,Single,Seattle,No,Adults,3,0,2302.75
Male,Single,New York City,No,Adults,1,0,2383.25
Male,Undisclosed,Denver,Undisclosed,Seniors,0,0,3186.0
Male,Single,New York City,No,Adults,1,0,2006.5
Male,Single,Boston,No,Middle-Aged Adults,3,0,1893.5
Undisclosed,Single,Denver,No,Seniors,1,0,2339.5
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,1,1595.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1542.25
Male,Married,Denver,Yes,Adults,0,0,2136.5
Female,Married,Denver,Yes,Middle-Aged Adults,2,0,2733.25
Female,Divorced/Seperated,New York City,No,Middle-Aged Adults,1,0,2466.0
Female,Married,San Mateo,Yes,Seniors,2,0,1603.5
Female,Single,New York City,Yes,Adults,1,0,2243.0
Female,Married,New York City,Yes,Adults,0,1,2691.5
Undisclosed,Married,San Mateo,Yes,Seniors,2,1,1578.25
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1334.25
Undisclosed,Divorced/Seperated,New York City,Yes,Adults,0,0,2098.5
Male,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,3,0,2559.25
Female,Single,Denver,No,Adults,1,0,2371.75
Male,Single,Seattle,No,Seniors,3,1,2406.75
Undisclosed,Single,San Mateo,No,Seniors,1,1,1482.0
Male,Divorced/Seperated,Boston,Yes,Seniors,0,0,2260.5
Female,Single,New York City,No,Middle-Aged Adults,1,1,2623.0
Female,Single,San Mateo,No,Adults,1,1,1296.25
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,2430.0
Female,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,0,1806.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1330.0
Female,Divorced/Seperated,Denver,No,Adults,1,0,3363.75
Female,Divorced/Seperated,San Mateo,No,Middle-Aged Adults,2,0,1361.5
Female,Married,Denver,No,Middle-Aged Adults,2,0,2869.0
Male,Single,New York City,No,Adults,1,1,1535.5
Female,Married,Denver,Yes,Middle-Aged Adults,2,1,2231.25
Male,Single,Boston,No,Adults,1,0,2174.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1500.5
Female,Single,Boston,No,Seniors,1,0,1885.0
Female,Single,Denver,No,Seniors,1,0,2902.5
Female,Married,Seattle,Yes,Adults,0,0,2295.0
Female,Divorced/Seperated,New York City,Yes,Adults,1,0,2090.0
